Date,Open,Adj Close
2007/5/30,14.0423,10.640356
2007/5/31,14.0847,10.774055
2007/6/1,14.2827,11.228539
2007/6/4,14.5302,11.201769
2007/6/5,15.0251,11.308697
2007/6/6,14.9544,11.362161
2007/6/7,14.7777,11.255234
2007/6/8,14.4595,11.068071
2007/6/11,14.8484,11.09484
2007/6/12,14.707,11.09484
2007/6/13,14.6716,11.228539
2007/6/14,14.9898,11.442395
2007/6/15,15.2019,11.816646
2007/6/18,15.9797,12.805846
2007/6/20,17.111,12.59199
2007/6/21,16.722099,12.645452
2007/6/22,16.9342,13.073243
2007/6/25,16.969601,13.099937
2007/6/26,17.216999,12.672223
2007/6/27,16.615999,12.75238
2007/6/28,16.898899,12.805846
2007/6/29,17.0756,12.75238
2007/7/3,17.6766,13.046473
2007/7/4,17.323099,13.019702
2007/7/5,17.323099,12.859309
2007/7/6,17.0403,13.046473
2007/7/9,17.8181,14.089138
2007/7/10,19.4797,15.105033
2007/7/11,19.656401,15.024798
2007/7/12,20.292801,14.971334
2007/7/13,20.222099,15.078262
2007/7/16,20.0807,14.597085
2007/7/17,18.9494,14.810943
2007/7/18,19.4443,14.891175
2007/7/19,19.585699,14.91787
2007/7/20,19.8685,15.265428
2007/7/23,20.292801,15.211961
2007/7/24,20.186701,15.479283
2007/7/25,20.3988,15.185267
2007/7/26,20.01,15.078262
2007/7/27,19.762501,14.730784
2007/7/30,19.3736,15.105033
2007/7/31,20.1514,15.185267
2007/8/1,19.7978,14.516852
2007/8/2,19.5504,14.597085
2007/8/3,19.656401,15.452587
2007/8/6,19.7978,14.784248
2007/8/7,19.8332,14.597085
2007/8/8,19.656401,15.158495
2007/8/9,20.222099,15.532823
2007/8/10,19.7978,15.265428
2007/8/13,20.222099,15.185267
2007/8/14,19.7271,15.131803
2007/8/15,19.4443,14.623779
2007/8/16,18.525101,13.955439
2007/8/17,18.1716,13.634652
2007/8/20,18.5958,14.329764
2007/8/21,19.656401,14.650548
2007/8/22,19.691799,14.971334
2007/8/23,20.8584,15.318889
2007/8/24,20.0453,15.292197
2007/8/27,20.363501,15.63975
2007/8/28,20.9998,15.399122
2007/8/29,19.7271,15.078262
2007/8/30,20.4342,15.452587
2007/8/31,20.6817,15.666445
2007/9/3,20.01,15.612978
2007/9/4,20.8584,15.880301
2007/9/5,21.353399,15.987306
2007/9/6,20.646299,15.719913
2007/9/7,20.787701,15.693215
2007/9/10,20.01,15.345658
2007/9/11,20.363501,15.158495
2007/9/12,20.0453,15.318889
2007/9/13,20.292801,15.372352
2007/9/14,20.5049,15.506052
2007/9/17,20.8584,15.425817
2007/9/18,20.3988,15.372352
