Date,Open,Adj Close
2007/5/30,4087.405029,4053.087891
2007/5/31,4006.280029,4109.653809
2007/6/1,4120.626953,4000.741943
2007/6/4,3981.816895,3670.400879
2007/6/5,3564.433105,3767.101074
2007/6/6,3781.375,3776.316895
2007/6/7,3787.701904,3890.802979
2007/6/8,3900.0271,3913.13501
2007/6/11,3942.004883,3995.679932
2007/6/12,4011.678955,4072.137939
2007/6/13,4110.742188,4176.479004
2007/6/14,4162.207031,4115.208984
2007/6/15,4085.656006,4132.868164
2007/6/18,4195.391113,4253.348145
2007/6/19,4247.745117,4269.523926
2007/6/20,4269.455078,4181.323242
2007/6/21,4170.894043,4230.823242
2007/6/22,4230.966797,4091.445068
2007/6/25,4102.787109,3941.081055
2007/6/26,3863.248047,3973.371094
2007/6/27,3985.716064,4078.599121
2007/6/28,4080.194092,3914.204102
2007/6/29,3824.290039,3820.702881
2007/7/2,3800.23291,3836.293945
2007/7/3,3854.716064,3899.724121
2007/7/4,3906.011963,3816.165039
2007/7/5,3769.638916,3615.87207
2007/7/6,3599.818115,3781.3479
2007/7/9,3809.669922,3883.216064
2007/7/10,3895.908936,3853.020996
2007/7/11,3837.795898,3865.7229
2007/7/12,3874.039063,3915.990967
2007/7/13,3920.826904,3914.39502
2007/7/16,3920.653076,3821.916016
2007/7/17,3809.558105,3896.190918
2007/7/18,3880.852051,3930.060059
2007/7/19,3918.539063,3912.940918
2007/7/20,3918.408936,4058.853027
2007/7/23,4091.241943,4213.36084
2007/7/24,4238.319824,4210.329102
2007/7/25,4212.950195,4323.96582
2007/7/26,4347.777832,4346.458008
2007/7/27,4315.373047,4345.356934
2007/7/30,4348.606934,4440.769043
2007/7/31,4432.265137,4471.032227
2007/8/1,4488.773926,4300.562988
2007/8/2,4316.566895,4407.72998
2007/8/3,4440.976074,4560.773926
2007/8/6,4600.118164,4628.10791
2007/8/7,4642.009766,4651.225098
2007/8/8,4614.585938,4663.162109
2007/8/9,4658.591797,4754.095215
2007/8/10,4745.181152,4749.369141
2007/8/13,4768.619141,4820.063965
2007/8/14,4820.149902,4872.785156
2007/8/15,4875.51123,4869.882813
2007/8/16,4845.016113,4765.448242
2007/8/17,4733.137207,4656.574219
2007/8/20,4773.832031,4904.85498
2007/8/21,4944.213867,4955.207031
2007/8/22,4876.345215,4980.075195
2007/8/23,5002.84082,5032.494141
2007/8/24,5070.650879,5107.667969
2007/8/27,5144.824219,5150.118164
2007/8/28,5134.141113,5194.688965
2007/8/29,5147.712891,5109.426758
2007/8/30,5144.11084,5167.883789
2007/8/31,5184.09082,5218.825195
2007/9/3,5257.776855,5321.055176
2007/9/4,5333.399902,5294.044922
2007/9/5,5296.069824,5310.71582
2007/9/6,5336.668945,5393.660156
2007/9/7,5381.186035,5277.175781
2007/9/10,5208.317871,5355.287109
2007/9/11,5362.940918,5113.967773
2007/9/12,5092.576172,5172.626953
2007/9/13,5193.40918,5273.591797
2007/9/14,5290.255859,5312.182129
2007/9/17,5309.057129,5421.39209
2007/9/18,5446.731934,5425.208008
2007/9/19,5439.018066,5395.265137
2007/9/20,5408.483887,5470.064941
2007/9/21,5482.506836,5454.673828
2007/9/24,5469.836914,5485.013184
2007/9/25,5500.269043,5425.879883
2007/9/26,5407.829102,5338.52002
2007/9/27,5338.10791,5409.402832
2007/9/28,5461.580078,5552.300781
2007/10/8,5683.310059,5692.754883
2007/10/9,5678.913086,5715.89209
2007/10/10,5742.647949,5771.463867
2007/10/11,5798.38623,5913.22998
2007/10/12,5950.901855,5903.26416
2007/10/15,5934.774902,6030.085938
2007/10/16,6056.945801,6092.057129
2007/10/17,6057.428223,6036.280762
2007/10/18,6031.916016,5825.282227
2007/10/19,5869.124023,5818.046875
2007/10/22,5742.791016,5667.332031
2007/10/23,5660.065918,5773.387207
2007/10/24,5804.015137,5843.108887
2007/10/25,5794.223145,5562.394043
2007/10/26,5498.85791,5589.630859
2007/10/29,5641.98291,5747.99707
2007/10/30,5769.203125,5897.192871
2007/10/31,5984.712891,5954.765137
2007/11/1,5978.938965,5914.285156
2007/11/2,5812.464844,5777.809082
2007/11/5,5748.175781,5634.452148
2007/11/6,5593.347168,5536.568848
2007/11/7,5565.647949,5601.783203
2007/11/8,5559.150879,5330.022949
2007/11/9,5276.007813,5315.540039
2007/11/12,5181.174805,5187.734863
2007/11/13,5239.342773,5158.118164
2007/11/14,5246.574219,5412.693848
2007/11/15,5391.01709,5365.26709
2007/11/16,5273.082031,5316.273926
2007/11/19,5325.301758,5269.816895
2007/11/20,5230.742188,5293.703125
2007/11/21,5307.792969,5214.225098
2007/11/22,5113.881836,4984.161133
2007/11/23,4946.257813,5032.129883
2007/11/26,5102.525879,4958.849121
2007/11/27,4919.913086,4861.11084
2007/11/28,4870.841797,4803.394043
2007/11/29,4870.86084,5003.333008
2007/11/30,4993.740234,4871.777832
2007/12/3,4838.563965,4868.61084
2007/12/4,4882.148926,4915.88916
2007/12/5,4917.365234,5042.653809
2007/12/6,5055.834961,5035.073242
2007/12/7,5038.478027,5091.755859
2007/12/10,5010.826172,5161.918945
2007/12/11,5180.541016,5175.076172
2007/12/12,5148.253906,5095.542969
2007/12/13,5078.182129,4958.042969
2007/12/14,4899.75,5007.911133
2007/12/17,5007.285156,4876.76123
2007/12/18,4856.471191,4836.173828
2007/12/19,4878.065918,4941.78418
2007/12/20,4965.290039,5043.535156
2007/12/21,5017.194824,5101.778809
2007/12/24,5132.913086,5234.262207
2007/12/25,5233.174805,5201.181152
2007/12/26,5209.035156,5233.351074
2007/12/27,5248.222168,5308.88916
2007/12/28,5320.006836,5261.562988
2008/1/2,5265,5272.813965
2008/1/3,5269.800781,5319.86084
2008/1/4,5328.411133,5361.574219
2008/1/7,5357.450195,5393.342773
2008/1/8,5414.558105,5386.530762
2008/1/9,5365.222168,5435.807129
2008/1/10,5449.160156,5456.541016
2008/1/11,5471.387207,5484.676758
2008/1/14,5507.578125,5497.900879
2008/1/15,5503.931152,5443.791016
2008/1/16,5395.276855,5290.605957
2008/1/17,5235.908203,5151.625977
2008/1/18,5141.371094,5180.51416
2008/1/21,5188.794922,4914.435059
2008/1/22,4817.99707,4559.750977
2008/1/23,4572.901855,4703.046875
2008/1/24,4753.444824,4717.733887
2008/1/25,4716.977051,4761.687988
2008/1/28,4720.563965,4419.293945
2008/1/29,4426.26709,4457.943848
2008/1/30,4505.634766,4417.849121
2008/1/31,4408.023926,4383.393066
2008/2/1,4388.253906,4320.76709
2008/2/4,4415.022949,4672.169922
2008/2/5,4622.539063,4599.695801
2008/2/13,4525.025879,4490.721191
2008/2/14,4527.054199,4552.315918
2008/2/15,4523.791992,4497.126953
2008/2/18,4546.751953,4568.150879
2008/2/19,4582.28418,4664.294922
2008/2/20,4682.587891,4567.025879
2008/2/21,4534.168945,4527.176758
2008/2/22,4500.384766,4370.285156
2008/2/25,4370.187988,4192.533203
2008/2/26,4302.734863,4238.179199
2008/2/27,4256.532227,4334.046875
2008/2/28,4343.276855,4299.513184
2008/2/29,4293.533203,4348.542969
2008/3/3,4323.698242,4438.265137
2008/3/4,4454.180176,4335.445801
2008/3/5,4316.25,4292.653809
2008/3/6,4310.354004,4360.98584
2008/3/7,4315.808105,4300.515137
2008/3/10,4265.61084,4146.298828
2008/3/11,4121.652832,4165.87793
2008/3/12,4254.672852,4070.115967
2008/3/13,4033.319092,3971.25708
2008/3/14,3956.746094,3962.673096
2008/3/17,3941.258057,3820.048096
2008/3/18,3789.564941,3668.896973
2008/3/19,3746.047119,3761.60498
2008/3/20,3721.503906,3804.053955
2008/3/21,3790.111084,3796.575928
2008/3/24,3830.345947,3626.187988
2008/3/25,3559.941895,3629.618896
2008/3/26,3644.129883,3606.856934
2008/3/27,3541.275879,3411.49292
2008/3/28,3378.62793,3580.145996
2008/3/31,3465.907959,3472.712891
2008/4/1,3461.084961,3329.162109
2008/4/2,3370.604004,3347.88208
2008/4/3,3323.426025,3446.243896
2008/4/7,3418.516113,3599.61792
2008/4/8,3604.262939,3612.539063
2008/4/9,3585.846924,3413.906982
2008/4/10,3378.138916,3471.74292
2008/4/11,3498.554932,3492.893066
2008/4/14,3419.047119,3296.672119
2008/4/15,3282.572021,3348.353027
2008/4/16,3349.930908,3291.599121
2008/4/17,3286.414063,3222.740967
2008/4/18,3200.570068,3094.667969
2008/4/21,3305.1521,3116.977051
2008/4/22,3076.715088,3147.792969
2008/4/23,3116.412109,3278.330078
2008/4/24,3539.86792,3583.028076
2008/4/25,3572.547119,3557.749023
2008/4/28,3497.383057,3474.721924
2008/4/29,3457.351074,3523.405029
2008/4/30,3545.572998,3693.105957
2008/5/5,3739.797119,3761.009033
2008/5/6,3735.849121,3733.50293
2008/5/7,3716.446045,3579.146973
2008/5/8,3538.916016,3656.839111
2008/5/9,3682.955078,3613.493896
2008/5/12,3548.614014,3626.981934
2008/5/13,3515.710938,3560.24292
2008/5/14,3549.667969,3657.431885
2008/5/15,3676.839111,3637.323975
2008/5/16,3637.635986,3624.23291
2008/5/19,3615.593994,3604.760986
2008/5/20,3601.549072,3443.162109
2008/5/21,3414.343994,3544.186035
2008/5/22,3493.066895,3485.629883
2008/5/23,3473.801025,3473.091064
2008/5/26,3442.291016,3364.543945
2008/5/27,3355.114014,3375.406982
2008/5/28,3382.773926,3459.025879
2008/5/29,3447.768066,3401.437012
2008/5/30,3414.253906,3433.354004
2008/6/2,3426.195068,3459.043945
2008/6/3,3456.580078,3436.397949
2008/6/4,3424.037109,3369.913086
2008/6/5,3355.927979,3351.64502
2008/6/6,3362.004883,3329.669922
2008/6/10,3202.113037,3072.333008
2008/6/11,3042.157959,3024.23999
2008/6/12,3011.558105,2957.531982
2008/6/13,2960.905029,2868.800049
2008/6/16,2876.293945,2874.103027
2008/6/17,2873.128906,2794.750977
2008/6/18,2772.366943,2941.11499
2008/6/19,2921.720947,2748.874023
2008/6/20,2811.083984,2831.736084
2008/6/23,2780.147949,2760.416992
2008/6/24,2747.322021,2803.019043
2008/6/25,2794.040039,2905.013916
2008/6/26,2904.093994,2901.850098
2008/6/27,2809.309082,2748.431885
2008/6/30,2724.404053,2736.103027
2008/7/1,2743.164063,2651.60498
2008/7/2,2656.038086,2651.725098
2008/7/3,2610.814941,2703.529053
2008/7/4,2691.207031,2669.89209
2008/7/7,2673.550049,2792.396973
2008/7/8,2805.60791,2814.947021
2008/7/9,2838.863037,2920.545898
2008/7/10,2879.624023,2875.449951
2008/7/11,2863.812988,2856.634033
2008/7/14,2837.495117,2878.256104
2008/7/15,2886.112061,2779.447998
2008/7/16,2753.897949,2705.866943
2008/7/17,2747.950928,2684.778076
2008/7/18,2711.741943,2778.366943
2008/7/21,2759.883057,2861.417969
2008/7/22,2852.441895,2846.116943
2008/7/23,2870.934082,2837.849121
2008/7/24,2861.810059,2910.291992
2008/7/25,2875.77002,2865.101074
2008/7/28,2883.760986,2903.011963
2008/7/29,2868.008057,2850.311035
2008/7/30,2884.585938,2836.667969
2008/7/31,2844.650879,2775.717041
2008/8/1,2751.02002,2801.816895
2008/8/4,2782.985107,2741.73999
2008/8/5,2751.199951,2690.746094
2008/8/6,2711.602051,2719.36792
2008/8/7,2717.501953,2727.576904
2008/8/8,2724.429932,2605.718994
2008/8/11,2595.89502,2470.073975
2008/8/12,2445.216064,2457.197998
2008/8/13,2440.524902,2446.297119
2008/8/14,2432.197021,2437.082031
2008/8/15,2434.407959,2450.610107
2008/8/18,2451.778076,2319.86792
2008/8/19,2297.245117,2344.468994
2008/8/20,2332.483887,2523.281982
2008/8/21,2484.485107,2431.716064
2008/8/22,2414.458984,2405.226074
2008/8/25,2408.094971,2413.374023
2008/8/26,2384.946045,2350.083984
2008/8/27,2343.88208,2342.146973
2008/8/28,2341.956055,2350.143066
2008/8/29,2361.045898,2397.368896
2008/9/1,2380.468018,2325.13501
2008/9/2,2312.102051,2304.891113
2008/9/3,2301.940918,2276.672119
2008/9/4,2270.523926,2277.410889
2008/9/5,2224.5271,2202.446045
2008/9/8,2210.343994,2143.420898
2008/9/9,2152.2771,2145.779053
2008/9/10,2131.800049,2150.759033
2008/9/11,2143.399902,2078.980957
2008/9/12,2077.550049,2079.673096
2008/9/16,2049.812988,1986.635986
2008/9/17,1971.94397,1929.046997
2008/9/18,1876.121948,1895.837036
2008/9/19,2067.643066,2075.091064
2008/9/22,2241.7229,2236.409912
2008/9/23,2209.12207,2201.51001
2008/9/24,2133.0979,2216.811035
2008/9/25,2214.583984,2297.500977
2008/9/26,2304.118896,2293.783936
2008/10/6,2267.394043,2173.738037
2008/10/7,2101.093018,2157.839111
2008/10/8,2095.910889,2092.224121
2008/10/9,2125.566895,2074.583008
2008/10/10,1995.957031,2000.572021
2008/10/13,1978.560059,2073.568115
2008/10/14,2139.064941,2017.321045
2008/10/15,1995.88501,1994.666992
2008/10/16,1916.133057,1909.94104
2008/10/17,1921.842041,1930.651001
2008/10/20,1924.177002,1974.005981
2008/10/21,1978.67395,1958.529053
2008/10/22,1932.677002,1895.822021
2008/10/23,1851.259033,1875.561035
2008/10/24,1875.630981,1839.620972
2008/10/27,1809.224976,1723.350952
2008/10/28,1671.395996,1771.821045
2008/10/29,1786.199951,1719.812012
2008/10/30,1732.771973,1763.607056
2008/10/31,1754.206055,1728.786011
2008/11/3,1713.762939,1719.774048
2008/11/4,1707.925049,1706.703003
2008/11/5,1716.218994,1760.609009
2008/11/6,1720.421021,1717.722046
2008/11/7,1686.524048,1747.713013
2008/11/10,1782.305054,1874.801025
2008/11/11,1872.067017,1843.607056
2008/11/12,1820.438965,1859.109985
2008/11/13,1837.274048,1927.613037
2008/11/14,1943.963989,1986.437988
2008/11/17,1981.264038,2030.484985
2008/11/18,2020.985962,1902.430054
2008/11/19,1889.350952,2017.473999
2008/11/20,1977.208008,1983.76001
2008/11/21,1932.595947,1969.389038
2008/11/24,1961.206055,1897.060059
2008/11/25,1925.248047,1888.714966
2008/11/26,1890.333008,1897.884033
2008/11/27,2012.686035,1917.860962
2008/11/28,1901.675049,1871.156006
2008/12/1,1865.743042,1894.61499
2008/12/2,1856.969971,1889.637939
2008/12/3,1903.428955,1965.41394
2008/12/4,1992.719971,2001.504028
2008/12/5,1984.258057,2018.656006
2008/12/8,2049.162109,2090.772949
2008/12/9,2100.771973,2037.73999
2008/12/10,2025.026978,2079.116943
2008/12/11,2072.576904,2031.68103
2008/12/12,2014.579956,1954.214966
2008/12/15,1977.027954,1964.374023
2008/12/16,1948.859009,1975.005981
2008/12/17,1983.83606,1976.81897
2008/12/18,1978.973999,2015.69397
2008/12/19,2006.208008,2018.463013
2008/12/22,2016.453979,1987.755005
2008/12/23,1990.04895,1897.224976
2008/12/24,1873.577026,1863.800049
2008/12/25,1865.720947,1852.418945
2008/12/26,1852.911011,1851.517944
2008/12/29,1846.303955,1850.47998
2008/12/30,1851.909058,1832.910034
2008/12/31,1834.948975,1820.805054
2009/1/5,1849.02002,1880.715942
2009/1/6,1878.827026,1937.14502
2009/1/7,1938.973999,1924.011963
2009/1/8,1890.241943,1878.18103
2009/1/9,1875.16394,1904.860962
2009/1/12,1897.703003,1900.347046
2009/1/13,1880.868042,1863.366943
2009/1/14,1862.310059,1928.869019
2009/1/15,1912.771973,1920.206055
2009/1/16,1928.921997,1954.437988
2009/1/19,1971,1986.671997
2009/1/20,1981.146973,1994.107056
2009/1/21,1965.94397,1985.015991
2009/1/22,1996.08606,2004.95105
2009/1/23,2001.171997,1990.656982
2009/2/2,2008.134033,2011.682983
2009/2/3,2011.77002,2060.808105
2009/2/4,2068.085938,2107.749023
2009/2/5,2106.834961,2098.018066
2009/2/6,2102.077881,2181.239014
2009/2/9,2211.316895,2224.714111
2009/2/10,2218.489014,2265.160889
2009/2/11,2230.48999,2260.820068
2009/2/12,2265.789063,2248.091064
2009/2/13,2249.185059,2320.791992
2009/2/16,2338.758057,2389.386963
2009/2/17,2387.354004,2319.440918
2009/2/18,2271.26001,2209.862061
2009/2/19,2224.48999,2227.125
2009/2/20,2234.36499,2261.478027
2009/2/23,2249.289063,2305.7771
2009/2/24,2273.754883,2200.654053
2009/2/25,2222.506104,2206.573975
2009/2/26,2201.672119,2121.250977
2009/2/27,2100.062988,2082.852051
2009/3/2,2066.229004,2093.447021
2009/3/3,2047.213013,2071.430908
2009/3/4,2076.615967,2198.106934
2009/3/5,2220.149902,2221.075928
2009/3/6,2180.788086,2193.00708
2009/3/9,2205.746094,2118.748047
2009/3/10,2097.138916,2158.568115
2009/3/11,2199.98291,2139.024902
2009/3/12,2127.726074,2133.881104
2009/3/13,2148.417969,2128.8479
2009/3/16,2122.407959,2153.291016
2009/3/17,2156.773926,2218.325928
2009/3/18,2227.980957,2223.725098
2009/3/19,2227.343994,2265.759033
2009/3/20,2272.437012,2281.086914
2009/3/23,2286.246094,2325.47998
2009/3/24,2359.678955,2338.419922
2009/3/25,2333.163086,2291.554932
2009/3/26,2296.047119,2361.704102
2009/3/27,2380.625977,2374.437988
2009/3/30,2377.964111,2358.040039
2009/3/31,2313.883057,2373.212891
2009/4/1,2380.979004,2408.01709
